{it}{s}	sup=80
{i}{it}{show}{i}{not}	sup=3
{i}{it}{show}{i}{always}	sup=3
{i}{it}{show}{be}{not}	sup=3
{i}{it}{show}{be}{always}	sup=3
{i}{it}{show}{be}{hide}	sup=3
{i}{it}{show}{that}{i}	sup=3
{i}{it}{show}{that}{be}	sup=3
{i}{it}{show}{that}{not}	sup=3
{i}{not}{i}{be}{before}	sup=3
{i}{not}{the}{i}{be}	sup=3
{i}{not}{the}{i}{before}	sup=3
{i}{not}{the}{be}{before}	sup=3
{i}{not}{the}{man}{i}	sup=3
{i}{not}{the}{man}{be}	sup=3
{i}{not}{the}{man}{before}	sup=3
{i}{not}{lie}{i}{so}	sup=3
{i}{not}{lie}{i}{much}	sup=3
{i}{not}{lie}{i}{feel}	sup=3
{i}{not}{lie}{that}{i}	sup=3
{i}{not}{lie}{that}{so}	sup=3
{i}{not}{lie}{that}{feel}	sup=3
{i}{not}{lie}{deny}{i}	sup=3
{i}{not}{lie}{deny}{that}	sup=3
{i}{not}{lie}{deny}{feel}	sup=3
{i}{not}{that}{i}{so}	sup=3
{i}{not}{that}{i}{much}	sup=3
{i}{not}{that}{i}{feel}	sup=3
{i}{not}{that}{so}{well}	sup=3
{i}{not}{that}{so}{now}	sup=3
{i}{not}{that}{so}{much}	sup=3
{i}{not}{that}{feel}{so}	sup=3
{i}{not}{that}{feel}{well}	sup=3
{i}{not}{that}{feel}{much}	sup=3
{i}{not}{deny}{i}{so}	sup=3
{i}{not}{deny}{i}{much}	sup=3
{i}{not}{deny}{i}{feel}	sup=3
{i}{not}{deny}{that}{i}	sup=3
{i}{not}{deny}{that}{so}	sup=3
{i}{not}{deny}{that}{feel}	sup=3
{i}{not}{deny}{feel}{so}	sup=3
{i}{not}{deny}{feel}{well}	sup=3
{i}{not}{deny}{feel}{much}	sup=3
{i}{not}{man}{i}{be}	sup=3
{i}{not}{man}{i}{before}	sup=3
{i}{not}{man}{be}{before}	sup=3
{i}{lie}{i}{so}{well}	sup=3
{i}{lie}{i}{so}{now}	sup=3
{i}{lie}{i}{so}{much}	sup=3
{i}{lie}{i}{much}{well}	sup=3
{i}{lie}{i}{much}{now}	sup=3
{i}{lie}{i}{feel}{so}	sup=3
{i}{lie}{i}{feel}{well}	sup=3
{i}{lie}{i}{feel}{much}	sup=3
{i}{lie}{that}{i}{so}	sup=3
{i}{lie}{that}{i}{much}	sup=3
{i}{lie}{that}{i}{feel}	sup=3
{i}{lie}{that}{so}{well}	sup=3
{i}{lie}{that}{so}{now}	sup=3
{i}{lie}{that}{so}{much}	sup=3
{i}{lie}{that}{feel}{so}	sup=3
{i}{lie}{that}{feel}{well}	sup=3
{i}{lie}{that}{feel}{much}	sup=3
{i}{lie}{deny}{i}{so}	sup=3
{i}{lie}{deny}{i}{much}	sup=3
{i}{lie}{deny}{i}{feel}	sup=3
{i}{lie}{deny}{that}{i}	sup=3
{i}{lie}{deny}{that}{so}	sup=3
{i}{lie}{deny}{that}{feel}	sup=3
{i}{lie}{deny}{feel}{so}	sup=3
{i}{lie}{deny}{feel}{well}	sup=3
{i}{lie}{deny}{feel}{much}	sup=3
{i}{just}{can}{live}{here}	sup=3
{i}{just}{can}{t.}{live}	sup=3
{i}{just}{can}{t.}{here}	sup=3
{i}{just}{t.}{live}{here}	sup=3
{i}{let}{that}{be}{hide}	sup=3
{i}{let}{that}{be}{fly}	sup=3
{i}{let}{that}{not}{hide}	sup=3
{i}{let}{that}{not}{fly}	sup=3
{i}{let}{show}{be}{hide}	sup=3
{i}{let}{show}{be}{fly}	sup=3
{i}{never}{think}	sup=3
{i}{learn}	sup=3
{i}{want}{it}{this}{way}	sup=3
{i}{want}{to}{waste}{you}	sup=3
{i}{think}{it}	sup=3
{i}{make}{it}	sup=3
{i}{come}	sup=3
{i}{that}{i}{t}{you}	sup=3
{i}{that}{i}{t}{at}	sup=3
{i}{that}{i}{t}{miss}	sup=3
{i}{that}{i}{don}{t}	sup=3
{i}{that}{i}{don}{you}	sup=3
{i}{that}{i}{don}{miss}	sup=3
{i}{that}{i}{miss}{you}	sup=3
{i}{that}{i}{miss}{all}	sup=3
{i}{that}{i}{miss}{at}	sup=3
{i}{that}{t}{you}{all}	sup=3
{i}{that}{t}{you}{at}	sup=3
{i}{that}{t}{at}{all}	sup=3
{i}{that}{t}{miss}{you}	sup=3
{i}{that}{t}{miss}{all}	sup=3
{i}{that}{t}{miss}{at}	sup=3
{i}{that}{don}{t}{you}	sup=3
{i}{that}{don}{t}{at}	sup=3
{i}{that}{don}{t}{miss}	sup=3
{i}{that}{don}{you}{all}	sup=3
{i}{that}{don}{you}{at}	sup=3
{i}{that}{don}{miss}{you}	sup=3
{i}{that}{don}{miss}{all}	sup=3
{i}{that}{don}{miss}{at}	sup=3
{i}{know}{be}	sup=3
{i}{know}{that}{you}	sup=3
{i}{always}{want}{this}{way}	sup=3
{i}{need}{to}{me}{down}	sup=3
{i}{need}{to}{me}{around}	sup=3
{i}{win}{t}{you}{anymore}	sup=3
{i}{win}{t}{it}{i}	sup=3
{i}{win}{t}{it}{that}	sup=3
{i}{win}{t}{it}{show}	sup=3
{i}{win}{t}{let}{it}	sup=3
{i}{win}{t}{let}{that}	sup=3
{i}{win}{t}{let}{show}	sup=3
{i}{win}{t}{show}{i}	sup=3
{i}{win}{t}{show}{be}	sup=3
{i}{win}{t}{show}{that}	sup=3
{i}{win}{t}{hurt}{you}	sup=3
{i}{win}{t}{hurt}{anymore}	sup=3
{i}{win}{it}{i}{be}	sup=3
{i}{win}{it}{i}{not}	sup=3
{i}{win}{it}{i}{always}	sup=3
{i}{win}{it}{that}{i}	sup=3
{i}{win}{it}{that}{be}	sup=3
{i}{win}{it}{that}{not}	sup=3
{i}{win}{it}{show}{i}	sup=3
{i}{win}{it}{show}{be}	sup=3
{i}{win}{it}{show}{that}	sup=3
{i}{win}{let}{it}{i}	sup=3
{i}{win}{let}{it}{that}	sup=3
{i}{win}{let}{it}{show}	sup=3
{i}{win}{let}{that}{i}	sup=3
{i}{win}{let}{that}{be}	sup=3
{i}{win}{let}{that}{not}	sup=3
{i}{win}{let}{show}{i}	sup=3
{i}{win}{let}{show}{be}	sup=3
{i}{win}{let}{show}{that}	sup=3
{i}{win}{hurt}{you}{anymore}	sup=3
{i}{feel}{so}{well}{now}	sup=3
{i}{feel}{so}{much}{now}	sup=3
{i}{feel}{you}{be}{me}	sup=3
{i}{feel}{you}{be}{beside}	sup=3
{i}{feel}{you}{beside}{me}	sup=3
{i}{feel}{much}{well}{now}	sup=3
{i}{feel}{when}{be}{me}	sup=3
{i}{feel}{when}{be}{beside}	sup=3
{i}{feel}{when}{you}{be}	sup=3
{i}{feel}{when}{you}{me}	sup=3
{i}{feel}{when}{you}{beside}	sup=3
{i}{feel}{when}{beside}{me}	sup=3
{i}{feel}{alive}{be}{me}	sup=3
{i}{feel}{alive}{be}{beside}	sup=3
{i}{feel}{alive}{you}{be}	sup=3
{i}{feel}{alive}{you}{me}	sup=3
{i}{feel}{alive}{you}{beside}	sup=3
{i}{feel}{alive}{when}{be}	sup=3
{i}{feel}{alive}{when}{you}	sup=3
{i}{feel}{alive}{when}{beside}	sup=3
{i}{tell}{i}{t}{you}	sup=3
{i}{tell}{i}{t}{at}	sup=3
{i}{tell}{i}{t}{miss}	sup=3
{i}{tell}{i}{don}{t}	sup=3
{i}{tell}{i}{don}{you}	sup=3
{i}{tell}{i}{don}{miss}	sup=3
{i}{tell}{i}{miss}{you}	sup=3
{i}{tell}{i}{miss}{all}	sup=3
{i}{tell}{i}{miss}{at}	sup=3
{i}{tell}{myself}{i}{t}	sup=3
{i}{tell}{myself}{i}{don}	sup=3
{i}{tell}{myself}{i}{miss}	sup=3
{i}{tell}{myself}{that}{i}	sup=3
{i}{tell}{myself}{that}{t}	sup=3
{i}{tell}{myself}{that}{don}	sup=3
{i}{tell}{myself}{don}{t}	sup=3
{i}{tell}{myself}{don}{you}	sup=3
{i}{tell}{myself}{don}{miss}	sup=3
{i}{tell}{that}{i}{t}	sup=3
{i}{tell}{that}{i}{don}	sup=3
{i}{tell}{that}{i}{miss}	sup=3
{i}{tell}{that}{t}{you}	sup=3
{i}{tell}{that}{t}{at}	sup=3
{i}{tell}{that}{t}{miss}	sup=3
{i}{tell}{that}{don}{t}	sup=3
{i}{tell}{that}{don}{you}	sup=3
{i}{tell}{that}{don}{miss}	sup=3
{i}{when}{be}{beside}{me}	sup=3
{i}{when}{you}{be}{me}	sup=3
{i}{when}{you}{be}{beside}	sup=3
{i}{when}{you}{beside}{me}	sup=3
{i}{run}	sup=3
{i}{don}{t}{you}{all}	sup=3
{i}{don}{t}{you}{at}	sup=3
{i}{don}{t}{want}{you}	sup=3
{i}{don}{t}{miss}{all}	sup=3
{i}{don}{t}{miss}{at}	sup=3
{i}{don}{miss}{you}{all}	sup=3
{i}{don}{miss}{you}{at}	sup=3
{i}{alive}{be}{beside}{me}	sup=3
{i}{alive}{you}{be}{me}	sup=3
{i}{alive}{you}{be}{beside}	sup=3
{i}{alive}{you}{beside}{me}	sup=3
{i}{alive}{when}{be}{me}	sup=3
{i}{alive}{when}{be}{beside}	sup=3
{i}{alive}{when}{you}{be}	sup=3
{i}{alive}{when}{you}{me}	sup=3
{i}{alive}{when}{you}{beside}	sup=3
{i}{alive}{when}{beside}{me}	sup=3
{i}{alone}	sup=3
{i}{fall}{for}{you}	sup=3
{i}{swear}{i}{never}{let}	sup=3
{i}{swear}{i}{never}{to}	sup=3
{i}{swear}{i}{never}{mean}	sup=3
{i}{swear}{i}{to}{it}	sup=3
{i}{swear}{i}{to}{let}	sup=3
{i}{swear}{i}{to}{die}	sup=3
{i}{swear}{i}{mean}{it}	sup=3
{i}{swear}{i}{mean}{let}	sup=3
{i}{swear}{i}{mean}{to}	sup=3
{i}{swear}{never}{let}{it}	sup=3
{i}{swear}{never}{let}{die}	sup=3
{i}{swear}{never}{to}{it}	sup=3
{i}{swear}{never}{to}{let}	sup=3
{i}{swear}{never}{to}{die}	sup=3
{i}{swear}{never}{mean}{it}	sup=3
{i}{swear}{never}{mean}{let}	sup=3
{i}{swear}{never}{mean}{to}	sup=3
{i}{swear}{mean}{it}{die}	sup=3
{i}{swear}{mean}{let}{it}	sup=3
{i}{swear}{mean}{let}{die}	sup=3
{i}{swear}{mean}{to}{it}	sup=3
{i}{swear}{mean}{to}{let}	sup=3
{i}{swear}{mean}{to}{die}	sup=3
{i}{wish}{i}{never}{know}	sup=3
{can}{t}{to}	sup=3
{t}{come}	sup=3
{t}{back}	sup=3
{t}{life}	sup=3
{t}{go}	sup=3
{this}{be}{not}{my}{home}	sup=3
{this}{be}{not}{home}{this}	sup=3
{this}{be}{not}{home}{be}	sup=3
{this}{be}{not}{home}{home}	sup=3
{this}{be}{not}{home}{house}	sup=3
{this}{a}{home}	sup=3
{so}{be}	sup=3
{so}{let}	sup=3
{so}{on}{the}{way}{down}	sup=3
{time}{for}	sup=3
{have}{the}	sup=3
{but}{i}{t}{you}{yet}	sup=3
{but}{i}{t}{miss}{you}	sup=3
{but}{i}{t}{miss}{yet}	sup=3
{but}{i}{be}	sup=3
{but}{i}{still}	sup=3
{but}{have}	sup=3
{be}{i}{too}{much}	sup=3
{be}{so}{much}	sup=3
{be}{time}	sup=3
{be}{it}{life}{or}{death}	sup=3
{be}{all}{the}	sup=3
{be}{good}{than}	sup=3
{be}{we}{the}	sup=3
{be}{live}	sup=3
{be}{wonder}	sup=3
{be}{sick}{of}	sup=3
{still}{i}{hear}{you}{say}	sup=3
{get}{my}	sup=3
{me}{i}{be}	sup=3
{me}{i}{a}	sup=3
{what}{be}{give}	sup=3
{what}{do}{we}	sup=3
{if}{i}{it}{t}{be}	sup=3
{if}{i}{it}{t}{long}	sup=3
{if}{i}{it}{be}{long}	sup=3
{if}{i}{it}{win}{t}	sup=3
{if}{i}{it}{win}{be}	sup=3
{if}{i}{it}{win}{long}	sup=3
{if}{i}{to}{me}{down}	sup=3
{if}{i}{to}{me}{around}	sup=3
{if}{i}{to}{hold}{me}	sup=3
{if}{i}{to}{hold}{down}	sup=3
{if}{i}{to}{push}{me}	sup=3
{if}{i}{to}{push}{around}	sup=3
{if}{i}{someone}{me}{down}	sup=3
{if}{i}{someone}{me}{around}	sup=3
{if}{i}{someone}{to}{down}	sup=3
{if}{i}{someone}{to}{hold}	sup=3
{if}{i}{someone}{to}{push}	sup=3
{if}{i}{someone}{to}{around}	sup=3
{if}{i}{someone}{hold}{me}	sup=3
{if}{i}{someone}{hold}{down}	sup=3
{if}{i}{someone}{push}{me}	sup=3
{if}{i}{someone}{push}{around}	sup=3
{if}{i}{need}{to}{down}	sup=3
{if}{i}{need}{to}{hold}	sup=3
{if}{i}{need}{to}{push}	sup=3
{if}{i}{need}{to}{around}	sup=3
{if}{i}{need}{someone}{hold}	sup=3
{if}{i}{need}{someone}{push}	sup=3
{if}{i}{need}{hold}{me}	sup=3
{if}{i}{need}{hold}{down}	sup=3
{if}{i}{need}{push}{me}	sup=3
{if}{i}{need}{push}{around}	sup=3
{if}{i}{win}{t}{be}	sup=3
{if}{i}{win}{t}{long}	sup=3
{if}{i}{win}{be}{long}	sup=3
{if}{i}{go}{i}	sup=3
{if}{i}{stay}{t}{be}	sup=3
{if}{i}{stay}{t}{long}	sup=3
{if}{i}{stay}{it}{t}	sup=3
{if}{i}{stay}{it}{be}	sup=3
{if}{i}{stay}{it}{win}	sup=3
{if}{i}{stay}{win}{t}	sup=3
{if}{i}{stay}{win}{be}	sup=3
{if}{i}{stay}{win}{long}	sup=3
{if}{you}{want}{me}{to}	sup=3
{if}{it}{t}{be}{long}	sup=3
{if}{it}{win}{t}{be}	sup=3
{if}{it}{win}{t}{long}	sup=3
{if}{it}{win}{be}{long}	sup=3
{if}{someone}{to}{me}{down}	sup=3
{if}{someone}{to}{me}{around}	sup=3
{if}{someone}{to}{hold}{me}	sup=3
{if}{someone}{to}{hold}{down}	sup=3
{if}{someone}{to}{push}{me}	sup=3
{if}{someone}{to}{push}{around}	sup=3
{if}{someone}{hold}{me}{down}	sup=3
{if}{someone}{push}{me}{around}	sup=3
{if}{need}{to}{me}{down}	sup=3
{if}{need}{to}{me}{around}	sup=3
{if}{need}{to}{hold}{me}	sup=3
{if}{need}{to}{hold}{down}	sup=3
{if}{need}{to}{push}{me}	sup=3
{if}{need}{to}{push}{around}	sup=3
{if}{need}{someone}{me}{down}	sup=3
{if}{need}{someone}{me}{around}	sup=3
{if}{need}{someone}{to}{down}	sup=3
{if}{need}{someone}{to}{hold}	sup=3
{if}{need}{someone}{to}{push}	sup=3
{if}{need}{someone}{to}{around}	sup=3
{if}{need}{someone}{hold}{me}	sup=3
{if}{need}{someone}{hold}{down}	sup=3
{if}{need}{someone}{push}{me}	sup=3
{if}{need}{someone}{push}{around}	sup=3
{if}{need}{hold}{me}{down}	sup=3
{if}{need}{push}{me}{around}	sup=3
{if}{stay}{t}{be}{long}	sup=3
{if}{stay}{it}{t}{be}	sup=3
{if}{stay}{it}{t}{long}	sup=3
{if}{stay}{it}{be}{long}	sup=3
{if}{stay}{it}{win}{t}	sup=3
{if}{stay}{it}{win}{be}	sup=3
{if}{stay}{it}{win}{long}	sup=3
{if}{stay}{win}{t}{be}	sup=3
{if}{stay}{win}{t}{long}	sup=3
{if}{stay}{win}{be}{long}	sup=3
{you}{have}{be}{erase}	sup=3
{you}{try}{to}	sup=3
{you}{be}{of}	sup=3
{you}{be}{never}{satisfy}	sup=3
{you}{be}{always}	sup=3
{you}{be}{way}	sup=3
{you}{me}{but}	sup=3
{you}{you}{be}{stand}{me}	sup=3
{you}{you}{be}{stand}{beside}	sup=3
{you}{you}{be}{beside}{me}	sup=3
{you}{you}{know}	sup=3
{you}{you}{stand}{beside}{me}	sup=3
{you}{and}	sup=3
{you}{to}{end}{your}{life}	sup=3
{you}{want}{to}{your}{life}	sup=3
{you}{want}{to}{end}{your}	sup=3
{you}{want}{to}{end}{life}	sup=3
{you}{want}{end}{your}{life}	sup=3
{you}{my}	sup=3
{you}{think}{be}{stand}{me}	sup=3
{you}{think}{be}{stand}{beside}	sup=3
{you}{think}{be}{beside}{me}	sup=3
{you}{think}{you}{be}{me}	sup=3
{you}{think}{you}{be}{stand}	sup=3
{you}{think}{you}{be}{beside}	sup=3
{you}{think}{you}{stand}{me}	sup=3
{you}{think}{you}{stand}{beside}	sup=3
{you}{think}{you}{beside}{me}	sup=3
{you}{think}{stand}{beside}{me}	sup=3
{you}{come}{to}{me}	sup=3
{you}{always}{disappear}	sup=3
{you}{way}{to}	sup=3
{you}{walk}{away}{from}{me}	sup=3
{you}{don}{t}	sup=3
{you}{find}{out}{this}{time}	sup=3
{you}{understand}	sup=3
{see}{it}{in}	sup=3
{see}{my}	sup=3
{the}{time}{to}{change}{this}	sup=3
{the}{bitter}{taste}{of}{you}	sup=3
{the}{think}	sup=3
{the}{we}{know}	sup=3
{the}{come}	sup=3
{the}{that}	sup=3
{the}{life}{we}	sup=3
{the}{same}	sup=3
{of}{my}	sup=3
{no}{how}{hard}{i}{try}	sup=3
{no}{matter}{how}{i}{try}	sup=3
{no}{matter}{how}{hard}{i}	sup=3
{no}{matter}{how}{hard}{try}	sup=3
{no}{matter}{hard}{i}{try}	sup=3
{will}{me}	sup=3
{change}{your}{mind}	sup=3
{it}{so}{long}{to}{see}	sup=3
{it}{me}	sup=3
{it}{you}{be}	sup=3
{it}{will}{be}{alright}	sup=3
{it}{s}{what}{i}{sell}	sup=3
{it}{s}{now}{i}{sell}	sup=3
{it}{s}{now}{what}{i}	sup=3
{it}{s}{now}{what}{sell}	sup=3
{it}{s}{hard}{to}	sup=3
{it}{up}	sup=3
{it}{now}{what}{i}{sell}	sup=3
{it}{take}{so}{to}{see}	sup=3
{it}{take}{so}{long}{see}	sup=3
{it}{take}{so}{long}{to}	sup=3
{it}{take}{long}{to}{see}	sup=3
{it}{come}	sup=3
{lie}{too}{much}	sup=3
{let}{get}{close}{to}{you}	sup=3
{let}{me}{inside}	sup=3
{let}{me}{get}{to}{you}	sup=3
{let}{me}{get}{close}{you}	sup=3
{let}{me}{get}{close}{to}	sup=3
{let}{me}{close}{to}{you}	sup=3
{and}{i}{don}{t}	sup=3
{and}{have}{nowhere}{to}{go}	sup=3
{and}{have}{nowhere}{else}{to}	sup=3
{and}{have}{nowhere}{else}{go}	sup=3
{and}{be}{go}	sup=3
{and}{still}{nowhere}{to}{go}	sup=3
{and}{still}{nowhere}{else}{to}	sup=3
{and}{still}{nowhere}{else}{go}	sup=3
{and}{still}{else}{to}{go}	sup=3
{and}{myself}{if}{i}{to}	sup=3
{and}{myself}{if}{i}{someone}	sup=3
{and}{myself}{if}{i}{need}	sup=3
{and}{myself}{if}{someone}{me}	sup=3
{and}{myself}{if}{someone}{control}	sup=3
{and}{myself}{if}{someone}{to}	sup=3
{and}{myself}{if}{need}{control}	sup=3
{and}{myself}{if}{need}{to}	sup=3
{and}{myself}{if}{need}{someone}	sup=3
{and}{myself}{before}{i}{to}	sup=3
{and}{myself}{before}{i}{someone}	sup=3
{and}{myself}{before}{i}{need}	sup=3
{and}{myself}{before}{if}{i}	sup=3
{and}{myself}{before}{if}{someone}	sup=3
{and}{myself}{before}{if}{need}	sup=3
{and}{myself}{before}{i.}{i}	sup=3
{and}{myself}{before}{i.}{if}	sup=3
{and}{myself}{before}{i.}{need}	sup=3
{and}{myself}{i.}{i}{to}	sup=3
{and}{myself}{i.}{i}{someone}	sup=3
{and}{myself}{i.}{i}{need}	sup=3
{and}{myself}{i.}{if}{i}	sup=3
{and}{myself}{i.}{if}{someone}	sup=3
{and}{myself}{i.}{if}{need}	sup=3
{and}{myself}{i.}{need}{control}	sup=3
{and}{myself}{i.}{need}{to}	sup=3
{and}{myself}{i.}{need}{someone}	sup=3
{and}{it}	sup=3
{and}{s}	sup=3
{and}{watch}{me}{burn}	sup=3
{and}{before}{i}{to}{me}	sup=3
{and}{before}{i}{to}{control}	sup=3
{and}{before}{i}{someone}{me}	sup=3
{and}{before}{i}{someone}{control}	sup=3
{and}{before}{i}{someone}{to}	sup=3
{and}{before}{i}{need}{control}	sup=3
{and}{before}{i}{need}{to}	sup=3
{and}{before}{i}{need}{someone}	sup=3
{and}{before}{if}{i}{to}	sup=3
{and}{before}{if}{i}{someone}	sup=3
{and}{before}{if}{i}{need}	sup=3
{and}{before}{if}{someone}{me}	sup=3
{and}{before}{if}{someone}{control}	sup=3
{and}{before}{if}{someone}{to}	sup=3
{and}{before}{if}{need}{control}	sup=3
{and}{before}{if}{need}{to}	sup=3
{and}{before}{if}{need}{someone}	sup=3
{and}{before}{i.}{i}{to}	sup=3
{and}{before}{i.}{i}{someone}	sup=3
{and}{before}{i.}{i}{need}	sup=3
{and}{before}{i.}{if}{i}	sup=3
{and}{before}{i.}{if}{someone}	sup=3
{and}{before}{i.}{if}{need}	sup=3
{and}{before}{i.}{need}{control}	sup=3
{and}{before}{i.}{need}{to}	sup=3
{and}{before}{i.}{need}{someone}	sup=3
{and}{save}{myself}{if}{i}	sup=3
{and}{save}{myself}{if}{someone}	sup=3
{and}{save}{myself}{if}{need}	sup=3
{and}{save}{myself}{before}{if}	sup=3
{and}{save}{myself}{i.}{i}	sup=3
{and}{save}{myself}{i.}{if}	sup=3
{and}{save}{myself}{i.}{need}	sup=3
{and}{save}{before}{i}{to}	sup=3
{and}{save}{before}{i}{someone}	sup=3
{and}{save}{before}{i}{need}	sup=3
{and}{save}{before}{if}{i}	sup=3
{and}{save}{before}{if}{someone}	sup=3
{and}{save}{before}{if}{need}	sup=3
{and}{save}{before}{i.}{i}	sup=3
{and}{save}{before}{i.}{if}	sup=3
{and}{save}{before}{i.}{need}	sup=3
{and}{save}{i.}{i}{to}	sup=3
{and}{save}{i.}{i}{someone}	sup=3
{and}{save}{i.}{i}{need}	sup=3
{and}{save}{i.}{if}{i}	sup=3
{and}{save}{i.}{if}{someone}	sup=3
{and}{save}{i.}{if}{need}	sup=3
{and}{save}{i.}{need}{control}	sup=3
{and}{save}{i.}{need}{to}	sup=3
{and}{save}{i.}{need}{someone}	sup=3
{sorry}	sup=3
{never}{i}	sup=3
{never}{this}	sup=3
{never}{want}{to}{come}{down}	sup=3
{never}{think}{d}{be}	sup=3
{to}{be}	sup=3
{to}{believe}	sup=3
{to}{just}{stay}{alive}	sup=3
{to}{away}	sup=3
{to}{feel}	sup=3
{to}{watch}	sup=3
{your}{name}	sup=3
{your}{face}{be}	sup=3
{all}{you}{have}{leave}{now}	sup=3
{all}{my}	sup=3
{all}{because}{of}{you}	sup=3
{now}{i}{have}	sup=3
{now}{it}	sup=3
{now}{and}{again}{we}{try}	sup=3
{now}{that}{be}{go}{forever}	sup=3
{now}{that}{you}{be}{go}	sup=3
{now}{that}{you}{be}{forever}	sup=3
{now}{that}{you}{go}{forever}	sup=3
{betray}	sup=3
{clear}	sup=3
{use}{up}	sup=3
{we}{this}	sup=3
{we}{the}{we}{stand}	sup=3
{we}{it}{back}	sup=3
{we}{to}	sup=3
{come}{all}{the}{way}{down}	sup=3
{lose}{my}	sup=3
{that}{i}{t}{you}{all}	sup=3
{that}{i}{t}{you}{at}	sup=3
{that}{i}{to}	sup=3
{that}{i}{don}{t}{at}	sup=3
{that}{i}{don}{t}{miss}	sup=3
{that}{i}{don}{you}{all}	sup=3
{that}{i}{don}{you}{at}	sup=3
{that}{don}{t}{you}{all}	sup=3
{that}{don}{t}{you}{at}	sup=3
{back}{to}	sup=3
{life}{my}	sup=3
{know}{s}	sup=3
{somewhere}{s}{s}{be}{laugh}	sup=3
{somewhere}{s}{s}{gun}{be}	sup=3
{somewhere}{s}{s}{gun}{laugh}	sup=3
{somewhere}{s}{someone}{be}{laugh}	sup=3
{somewhere}{s}{someone}{s}{be}	sup=3
{somewhere}{s}{someone}{s}{gun}	sup=3
{somewhere}{s}{someone}{s}{laugh}	sup=3
{somewhere}{s}{someone}{gun}{be}	sup=3
{somewhere}{s}{someone}{gun}{laugh}	sup=3
{somewhere}{s}{gun}{s}{be}	sup=3
{somewhere}{s}{gun}{s}{gun}	sup=3
{somewhere}{s}{gun}{s}{laugh}	sup=3
{somewhere}{s}{gun}{someone}{be}	sup=3
{somewhere}{s}{gun}{someone}{s}	sup=3
{somewhere}{s}{gun}{someone}{gun}	sup=3
{somewhere}{s}{gun}{gun}{be}	sup=3
{somewhere}{s}{gun}{gun}{laugh}	sup=3
{somewhere}{someone}{s}{s}{be}	sup=3
{somewhere}{someone}{s}{s}{gun}	sup=3
{somewhere}{someone}{s}{s}{laugh}	sup=3
{somewhere}{someone}{s}{someone}{be}	sup=3
{somewhere}{someone}{s}{someone}{s}	sup=3
{somewhere}{someone}{s}{someone}{gun}	sup=3
{somewhere}{someone}{s}{gun}{s}	sup=3
{somewhere}{someone}{s}{gun}{someone}	sup=3
{somewhere}{someone}{s}{gun}{gun}	sup=3
{somewhere}{someone}{someone}{be}{laugh}	sup=3
{somewhere}{someone}{someone}{s}{be}	sup=3
{somewhere}{someone}{someone}{s}{gun}	sup=3
{somewhere}{someone}{someone}{s}{laugh}	sup=3
{somewhere}{someone}{someone}{gun}{be}	sup=3
{somewhere}{someone}{someone}{gun}{laugh}	sup=3
{somewhere}{someone}{gun}{s}{be}	sup=3
{somewhere}{someone}{gun}{s}{gun}	sup=3
{somewhere}{someone}{gun}{s}{laugh}	sup=3
{somewhere}{someone}{gun}{someone}{be}	sup=3
{somewhere}{someone}{gun}{someone}{s}	sup=3
{somewhere}{someone}{gun}{someone}{gun}	sup=3
{somewhere}{someone}{gun}{gun}{be}	sup=3
{somewhere}{someone}{gun}{gun}{laugh}	sup=3
{somewhere}{gun}{s}{be}{laugh}	sup=3
{somewhere}{gun}{s}{gun}{be}	sup=3
{somewhere}{gun}{s}{gun}{laugh}	sup=3
{somewhere}{gun}{someone}{be}{laugh}	sup=3
{somewhere}{gun}{someone}{s}{be}	sup=3
{somewhere}{gun}{someone}{s}{gun}	sup=3
{somewhere}{gun}{someone}{s}{laugh}	sup=3
{somewhere}{gun}{someone}{gun}{be}	sup=3
{somewhere}{gun}{someone}{gun}{laugh}	sup=3
{somewhere}{gun}{gun}{be}{laugh}	sup=3
{always}{that}	sup=3
{in}{this}{be}{we}{learn}	sup=3
{in}{this}{way}{be}{learn}	sup=3
{in}{this}{way}{be}{we}	sup=3
{in}{this}{way}{we}{learn}	sup=3
{in}{way}{be}{we}{learn}	sup=3
{in}{eye}	sup=3
{live}{a}{world}{so}{cold}	sup=3
{live}{in}{a}{so}{cold}	sup=3
{live}{in}{a}{world}{so}	sup=3
{live}{in}{a}{world}{cold}	sup=3
{live}{in}{a}{shell}	sup=3
{live}{in}{a.}{so}{cold}	sup=3
{live}{in}{a.}{world}{so}	sup=3
{live}{in}{a.}{world}{cold}	sup=3
{live}{with}	sup=3
{live}{a.}{world}{so}{cold}	sup=3
{break}{away}{from}{everybody}	sup=3
{break}{away}{from}{everything}	sup=3
{everything}{that}{i}	sup=3
{stand}{on}{my}{own}	sup=3
{stand}{for}	sup=3
{at}{night}{i}	sup=3
{feel}{this}	sup=3
{feel}{it}	sup=3
{feel}{numb}	sup=3
{go}{to}	sup=3
{light}	sup=3
{ohh}{high}{place}	sup=3
{slow}	sup=3
{do}{this}	sup=3
{do}{you}{me}	sup=3
{do}{feel}	sup=3
{here}{to}	sup=3
{down}{inside}	sup=3
{down}{you}	sup=3
{morning}	sup=3
{when}{t}	sup=3
{when}{we}{all}	sup=3
{even}{if}{i}{say}	sup=3
{even}{when}{you}{be}{here}	sup=3
{save}{myself}{before}{i}{to}	sup=3
{save}{myself}{before}{i}{someone}	sup=3
{save}{myself}{before}{i}{need}	sup=3
{save}{myself}{before}{i}{drown}	sup=3
